,Open,High,Low,Close
0,1.068974972,1.07000494,1.066529989,1.067250013
1,1.06724,1.070505023,1.065400004,1.065520048
2,1.065530062,1.071434975,1.065209985,1.069654942
3,1.069649935,1.069854975,1.06714499,1.067630053
4,1.067669988,1.07485497,1.067655087,1.073035002
5,1.073024988,1.074339986,1.070955038,1.07220006
6,1.072195053,1.074934959,1.068855047,1.072314978
7,1.072324991,1.077404976,1.069499969,1.070420027
8,1.070425034,1.071720004,1.064520001,1.065019965
9,1.065024972,1.065994978,1.061115026,1.062560081
10,1.062565088,1.064234972,1.059020042,1.060495019
11,1.060500026,1.060649991,1.052124977,1.054064989
12,1.054075003,1.054305077,1.050585032,1.051625013
13,1.051620007,1.053344965,1.048004985,1.048069954
14,1.048074961,1.049565077,1.046540022,1.046550035
15,1.046555042,1.048574924,1.044524908,1.046459913
16,1.04646492,1.047440052,1.041825056,1.043040037
17,1.043045044,1.045835018,1.040364981,1.04104495
18,1.041039944,1.042484999,1.039720058,1.042005062
19,1.042015076,1.047585011,1.041795015,1.047354937
20,1.04734993,1.048475027,1.042544961,1.044934988
21,1.044929981,1.046844959,1.040684938,1.041404963
22,1.04142499,1.044340014,1.039984941,1.04145503
23,1.041465044,1.046814919,1.041394949,1.046484947
24,1.04647994,1.049444914,1.044640064,1.04824996
25,1.048259974,1.050785065,1.047184944,1.04835999
26,1.048354983,1.048699975,1.040300012,1.042044997
27,1.042055011,1.043220043,1.035915017,1.038105011
28,1.038110018,1.045495033,1.036580086,1.044340014
29,1.044354916,1.046979904,1.043090105,1.045284986
30,1.04531002,1.046944976,1.042309999,1.042580009
31,1.042585015,1.042705059,1.038100004,1.04144001
32,1.041435003,1.042619944,1.039144993,1.039839983
33,1.039834976,1.04734993,1.038365006,1.046095014
34,1.046085,1.056244969,1.043534994,1.055005074
35,1.05501008,1.060155034,1.05467999,1.054714918
36,1.054724932,1.056094885,1.05223,1.05343008
37,1.053465009,1.053950071,1.049409986,1.050909996
38,1.05093503,1.053580046,1.049999952,1.051985025
39,1.052005053,1.052670002,1.047405005,1.047719955
40,1.047714949,1.047755003,1.044460058,1.046939969
41,1.046934962,1.050275087,1.046594977,1.049809933
42,1.049804926,1.054290056,1.049119949,1.052155018
43,1.052165031,1.054594994,1.051029921,1.052084923
44,1.052094936,1.054175019,1.049819946,1.052429914
45,1.052439928,1.057174921,1.051319957,1.057125092
46,1.057115078,1.058259964,1.054435015,1.055190086
47,1.065530062,1.071434975,1.065209985,1.069654942
48,1.069649935,1.069854975,1.06714499,1.067630053
49,1.067669988,1.07485497,1.067655087,1.073035002
50,1.073024988,1.074339986,1.070955038,1.07220006
51,1.072195053,1.074934959,1.068855047,1.072314978
52,1.072324991,1.077404976,1.069499969,1.070420027
53,1.070425034,1.071720004,1.064520001,1.065019965
54,1.065024972,1.065994978,1.061115026,1.062560081
55,1.062565088,1.064234972,1.059020042,1.060495019
56,1.060500026,1.060649991,1.052124977,1.054064989
57,1.054075003,1.054305077,1.050585032,1.051625013
58,1.051620007,1.053344965,1.048004985,1.048069954
59,1.048074961,1.049565077,1.046540022,1.046550035
60,1.046555042,1.048574924,1.044524908,1.046459913
61,1.04646492,1.047440052,1.041825056,1.043040037
62,1.043045044,1.045835018,1.040364981,1.04104495
63,1.041039944,1.042484999,1.039720058,1.042005062
64,1.042015076,1.047585011,1.041795015,1.047354937
65,1.04734993,1.048475027,1.042544961,1.044934988
66,1.044929981,1.046844959,1.040684938,1.041404963
67,1.04142499,1.044340014,1.039984941,1.04145503
68,1.041465044,1.046814919,1.041394949,1.046484947
69,1.04647994,1.049444914,1.044640064,1.04824996
70,1.048259974,1.050785065,1.047184944,1.04835999
71,1.048354983,1.048699975,1.040300012,1.042044997
72,1.042055011,1.043220043,1.035915017,1.038105011
73,1.038110018,1.045495033,1.036580086,1.044340014
74,1.044354916,1.046979904,1.043090105,1.045284986
75,1.04531002,1.046944976,1.042309999,1.042580009
76,1.042585015,1.042705059,1.038100004,1.04144001
77,1.041435003,1.042619944,1.039144993,1.039839983
78,1.039834976,1.04734993,1.038365006,1.046095014
79,1.046085,1.056244969,1.043534994,1.055005074
80,1.05501008,1.060155034,1.05467999,1.054714918
81,1.054724932,1.056094885,1.05223,1.05343008
82,1.053465009,1.053950071,1.049409986,1.050909996
83,1.05093503,1.053580046,1.049999952,1.051985025
84,1.052005053,1.052670002,1.047405005,1.047719955
85,1.047714949,1.047755003,1.044460058,1.046939969
